id.auto()	student_id.auto()	subject_id.auto()	mark.auto()	created_at.auto()
6692	81505	497	0	2021-10-12 22:45:26.868985
6693	127090	501	4	2021-10-12 22:45:26.868985
6694	167487	313	2	2021-10-12 22:45:26.868985
6695	15696	786	0	2021-10-12 22:45:26.868985
6696	111695	463	1	2021-10-12 22:45:26.868985
6697	26775	48	5	2021-10-12 22:45:26.868985
6698	89831	525	2	2021-10-12 22:45:26.868985
6699	10638	917	2	2021-10-12 22:45:26.868985
6700	193163	386	5	2021-10-12 22:45:26.868985
6701	106321	32	3	2021-10-12 22:45:26.868985
6702	13235	983	3	2021-10-12 22:45:26.868985
6703	167324	816	0	2021-10-12 22:45:26.868985
6704	44349	36	1	2021-10-12 22:45:26.868985
6705	101322	406	4	2021-10-12 22:45:26.868985
6706	20631	93	5	2021-10-12 22:45:26.868985
6707	45945	365	2	2021-10-12 22:45:26.868985
6708	162323	457	4	2021-10-12 22:45:26.868985
6709	145713	965	4	2021-10-12 22:45:26.868985
6710	144130	961	0	2021-10-12 22:45:26.868985
6711	188295	777	3	2021-10-12 22:45:26.868985
6712	24054	344	4	2021-10-12 22:45:26.868985
6713	191921	253	1	2021-10-12 22:45:26.868985
6714	161075	369	1	2021-10-12 22:45:26.868985
6715	19404	573	3	2021-10-12 22:45:26.868985
6716	159174	334	3	2021-10-12 22:45:26.868985
6717	24145	866	4	2021-10-12 22:45:26.868985
6718	3889	330	1	2021-10-12 22:45:26.868985
6719	24194	65	2	2021-10-12 22:45:26.868985
6720	166222	581	4	2021-10-12 22:45:26.868985
6721	44845	61	1	2021-10-12 22:45:26.868985
6722	157552	730	4	2021-10-12 22:45:26.868985
6723	133123	559	1	2021-10-12 22:45:26.868985
6724	135390	540	1	2021-10-12 22:45:26.868985
6725	70919	825	5	2021-10-12 22:45:26.868985
6726	185592	600	4	2021-10-12 22:45:26.868985
6727	78798	584	1	2021-10-12 22:45:26.868985
6728	199157	419	4	2021-10-12 22:45:26.868985
6729	193393	262	3	2021-10-12 22:45:26.868985
6730	130214	964	2	2021-10-12 22:45:26.868985
6731	164911	583	4	2021-10-12 22:45:26.868985
6732	53076	359	4	2021-10-12 22:45:26.868985
6733	116848	232	5	2021-10-12 22:45:26.868985
6734	132384	724	1	2021-10-12 22:45:26.868985
6735	55869	614	1	2021-10-12 22:45:26.868985
6736	117917	813	4	2021-10-12 22:45:26.868985
6737	157400	191	5	2021-10-12 22:45:26.868985
6738	67420	103	3	2021-10-12 22:45:26.868985
6739	61029	462	3	2021-10-12 22:45:26.868985
6740	87687	372	5	2021-10-12 22:45:26.868985
6741	152612	916	0	2021-10-12 22:45:26.868985
6742	161212	432	3	2021-10-12 22:45:26.868985
6743	186047	965	3	2021-10-12 22:45:26.868985
6744	85199	47	2	2021-10-12 22:45:26.868985
6745	95183	537	1	2021-10-12 22:45:26.868985
6746	138947	907	5	2021-10-12 22:45:26.868985
6747	108005	248	2	2021-10-12 22:45:26.868985
6748	92739	84	4	2021-10-12 22:45:26.868985
6749	114790	15	3	2021-10-12 22:45:26.868985
6750	61885	481	3	2021-10-12 22:45:26.868985
6751	15135	310	1	2021-10-12 22:45:26.868985
6752	46668	788	1	2021-10-12 22:45:26.868985
6753	65380	950	2	2021-10-12 22:45:26.868985
6754	116883	887	0	2021-10-12 22:45:26.868985
6755	125081	833	3	2021-10-12 22:45:26.868985
6756	89114	759	4	2021-10-12 22:45:26.868985
6757	154014	635	0	2021-10-12 22:45:26.868985
6758	121175	77	2	2021-10-12 22:45:26.868985
6759	182940	707	4	2021-10-12 22:45:26.868985
6760	84586	573	2	2021-10-12 22:45:26.868985
6761	199943	270	1	2021-10-12 22:45:26.868985
6762	14354	110	3	2021-10-12 22:45:26.868985
6763	160819	963	4	2021-10-12 22:45:26.868985
6764	117941	571	0	2021-10-12 22:45:26.868985
6765	76338	188	4	2021-10-12 22:45:26.868985
6766	173911	439	4	2021-10-12 22:45:26.868985
6767	101578	385	3	2021-10-12 22:45:26.868985
6768	54061	97	3	2021-10-12 22:45:26.868985
6769	195549	871	0	2021-10-12 22:45:26.868985
6770	3172	569	2	2021-10-12 22:45:26.868985
6771	74440	954	5	2021-10-12 22:45:26.868985
6772	10879	517	3	2021-10-12 22:45:26.868985
6773	136069	515	2	2021-10-12 22:45:26.868985
6774	77253	833	3	2021-10-12 22:45:26.868985
6775	14412	201	4	2021-10-12 22:45:26.868985
6776	52500	527	3	2021-10-12 22:45:26.868985
6777	174963	858	2	2021-10-12 22:45:26.868985
6778	86	614	3	2021-10-12 22:45:26.868985
6779	174142	879	2	2021-10-12 22:45:26.868985
6780	114837	361	5	2021-10-12 22:45:26.868985
6781	27234	323	2	2021-10-12 22:45:26.868985
6782	72694	579	2	2021-10-12 22:45:26.868985
6783	188749	25	1	2021-10-12 22:45:26.868985
6784	60806	119	0	2021-10-12 22:45:26.868985
6785	71087	543	1	2021-10-12 22:45:26.868985
6786	138623	188	3	2021-10-12 22:45:26.868985
6787	162772	376	1	2021-10-12 22:45:26.868985
6788	77511	808	4	2021-10-12 22:45:26.868985
6789	96274	985	0	2021-10-12 22:45:26.868985
6790	54324	563	0	2021-10-12 22:45:26.868985
6791	38202	861	0	2021-10-12 22:45:26.868985
6792	157395	267	1	2021-10-12 22:45:26.868985
6793	135709	127	4	2021-10-12 22:45:26.868985
6794	156726	799	4	2021-10-12 22:45:26.868985
6795	6088	121	2	2021-10-12 22:45:26.868985
6796	58670	498	2	2021-10-12 22:45:26.868985
6797	68606	290	2	2021-10-12 22:45:26.868985
6798	34927	276	3	2021-10-12 22:45:26.868985
6799	36243	121	4	2021-10-12 22:45:26.868985
6800	112043	548	2	2021-10-12 22:45:26.868985
6801	1375	95	4	2021-10-12 22:45:26.868985
6802	37497	735	4	2021-10-12 22:45:26.868985
6803	141169	673	2	2021-10-12 22:45:26.868985
6804	41392	745	3	2021-10-12 22:45:26.868985
6805	167556	839	3	2021-10-12 22:45:26.868985
6806	144493	165	5	2021-10-12 22:45:26.868985
6807	143878	814	5	2021-10-12 22:45:26.868985
6808	135925	700	4	2021-10-12 22:45:26.868985
6809	9875	498	3	2021-10-12 22:45:26.868985
6810	102105	605	2	2021-10-12 22:45:26.868985
6811	46559	163	1	2021-10-12 22:45:26.868985
6812	135738	656	1	2021-10-12 22:45:26.868985
6813	187977	668	2	2021-10-12 22:45:26.868985
6814	65832	270	4	2021-10-12 22:45:26.868985
6815	144091	129	4	2021-10-12 22:45:26.868985
6816	193189	835	4	2021-10-12 22:45:26.868985
6817	193741	953	3	2021-10-12 22:45:26.868985
6818	32420	965	3	2021-10-12 22:45:26.868985
6819	33492	916	5	2021-10-12 22:45:26.868985
6820	46697	289	3	2021-10-12 22:45:26.868985
6821	96473	983	4	2021-10-12 22:45:26.868985
6822	19441	807	4	2021-10-12 22:45:26.868985
6823	44332	869	3	2021-10-12 22:45:26.868985
6824	105262	668	3	2021-10-12 22:45:26.868985
6825	173041	54	5	2021-10-12 22:45:26.868985
6826	114789	45	3	2021-10-12 22:45:26.868985
6827	193314	272	1	2021-10-12 22:45:26.868985
6828	8159	22	5	2021-10-12 22:45:26.868985
6829	11122	672	1	2021-10-12 22:45:26.868985
6830	16210	737	3	2021-10-12 22:45:26.868985
6831	50731	359	5	2021-10-12 22:45:26.868985
6832	104150	973	1	2021-10-12 22:45:26.868985
6833	48837	111	0	2021-10-12 22:45:26.868985
6834	104745	401	3	2021-10-12 22:45:26.868985
6835	174726	598	2	2021-10-12 22:45:26.868985
6836	63718	2	1	2021-10-12 22:45:26.868985
6837	126611	279	3	2021-10-12 22:45:26.868985
6838	121224	578	3	2021-10-12 22:45:26.868985
6839	115542	258	0	2021-10-12 22:45:26.868985
6840	19922	443	1	2021-10-12 22:45:26.868985
6841	169884	226	1	2021-10-12 22:45:26.868985
6842	196325	964	3	2021-10-12 22:45:26.868985
6843	120144	427	1	2021-10-12 22:45:26.868985
6844	31565	56	1	2021-10-12 22:45:26.868985
6845	132515	35	0	2021-10-12 22:45:26.868985
6846	174249	429	2	2021-10-12 22:45:26.868985
6847	18354	911	4	2021-10-12 22:45:26.868985
6848	114537	768	3	2021-10-12 22:45:26.868985
6849	176380	874	1	2021-10-12 22:45:26.868985
6850	61856	202	0	2021-10-12 22:45:26.868985
6851	49256	57	0	2021-10-12 22:45:26.868985
6852	139879	776	0	2021-10-12 22:45:26.868985
6853	69872	403	3	2021-10-12 22:45:26.868985
6854	67463	947	1	2021-10-12 22:45:26.868985
6855	1397	71	3	2021-10-12 22:45:26.868985
6856	70521	100	1	2021-10-12 22:45:26.868985
6857	121851	966	3	2021-10-12 22:45:26.868985
6858	177017	459	2	2021-10-12 22:45:26.868985
6859	167267	95	2	2021-10-12 22:45:26.868985
6860	97326	91	4	2021-10-12 22:45:26.868985
6861	33505	552	5	2021-10-12 22:45:26.868985
6862	39530	809	4	2021-10-12 22:45:26.868985
6863	56253	893	4	2021-10-12 22:45:26.868985
6864	27516	367	0	2021-10-12 22:45:26.868985
6865	119352	864	0	2021-10-12 22:45:26.868985
6866	152371	83	1	2021-10-12 22:45:26.868985
6867	153146	520	2	2021-10-12 22:45:26.868985
6868	184872	547	3	2021-10-12 22:45:26.868985
6869	54084	542	0	2021-10-12 22:45:26.868985
6870	14418	491	3	2021-10-12 22:45:26.868985
6871	74586	274	4	2021-10-12 22:45:26.868985
6872	132937	480	1	2021-10-12 22:45:26.868985
6873	100352	143	4	2021-10-12 22:45:26.868985
6874	36168	500	3	2021-10-12 22:45:26.868985
6875	33647	912	4	2021-10-12 22:45:26.868985
6876	98568	468	1	2021-10-12 22:45:26.868985
6877	140646	36	2	2021-10-12 22:45:26.868985
6878	6981	74	2	2021-10-12 22:45:26.868985
6879	128045	995	4	2021-10-12 22:45:26.868985
6880	63111	272	2	2021-10-12 22:45:26.868985
6881	164725	137	4	2021-10-12 22:45:26.868985
6882	139820	5	0	2021-10-12 22:45:26.868985
6883	78716	423	1	2021-10-12 22:45:26.868985
6884	122900	223	1	2021-10-12 22:45:26.868985
6885	179119	703	2	2021-10-12 22:45:26.868985
6886	67503	701	4	2021-10-12 22:45:26.868985
6887	6323	447	1	2021-10-12 22:45:26.868985
6888	70328	147	1	2021-10-12 22:45:26.868985
6889	192268	66	3	2021-10-12 22:45:26.868985
6890	35607	848	2	2021-10-12 22:45:26.868985
6891	141351	482	4	2021-10-12 22:45:26.868985
6892	116044	512	2	2021-10-12 22:45:26.868985
6893	105458	225	3	2021-10-12 22:45:26.868985
6894	149624	394	5	2021-10-12 22:45:26.868985
6895	29927	330	2	2021-10-12 22:45:26.868985
6896	57281	55	0	2021-10-12 22:45:26.868985
6897	130865	223	2	2021-10-12 22:45:26.868985
6898	170649	489	1	2021-10-12 22:45:26.868985
6899	4645	622	3	2021-10-12 22:45:26.868985
6900	170139	227	5	2021-10-12 22:45:26.868985
6901	41105	307	1	2021-10-12 22:45:26.868985
6902	14279	752	1	2021-10-12 22:45:26.868985
6903	130348	426	1	2021-10-12 22:45:26.868985
6904	52816	571	2	2021-10-12 22:45:26.868985
6905	89829	5	4	2021-10-12 22:45:26.868985
6906	135834	874	2	2021-10-12 22:45:26.868985
6907	11201	215	0	2021-10-12 22:45:26.868985
6908	146725	622	3	2021-10-12 22:45:26.868985
6909	35897	282	1	2021-10-12 22:45:26.868985
6910	182079	918	5	2021-10-12 22:45:26.868985
6911	120437	4	2	2021-10-12 22:45:26.868985
6912	94401	524	4	2021-10-12 22:45:26.868985
6913	83405	217	1	2021-10-12 22:45:26.868985
6914	193810	330	3	2021-10-12 22:45:26.868985
6915	152824	599	4	2021-10-12 22:45:26.868985
6916	191535	168	3	2021-10-12 22:45:26.868985
6917	106900	94	1	2021-10-12 22:45:26.868985
6918	91733	332	1	2021-10-12 22:45:26.868985
6919	193355	668	3	2021-10-12 22:45:26.868985
6920	6771	636	5	2021-10-12 22:45:26.868985
6921	127248	271	4	2021-10-12 22:45:26.868985
6922	77756	452	0	2021-10-12 22:45:26.868985
6923	76305	589	3	2021-10-12 22:45:26.868985
6924	167421	907	3	2021-10-12 22:45:26.868985
6925	149498	613	3	2021-10-12 22:45:26.868985
6926	143658	40	5	2021-10-12 22:45:26.868985
6927	106805	985	3	2021-10-12 22:45:26.868985
6928	150882	249	2	2021-10-12 22:45:26.868985
6929	763	319	4	2021-10-12 22:45:26.868985
6930	113232	815	3	2021-10-12 22:45:26.868985
6931	154581	844	2	2021-10-12 22:45:26.868985
6932	91133	514	3	2021-10-12 22:45:26.868985
6933	115004	997	4	2021-10-12 22:45:26.868985
6934	89578	988	4	2021-10-12 22:45:26.868985
6935	74601	434	3	2021-10-12 22:45:26.868985
6936	114130	870	3	2021-10-12 22:45:26.868985
6937	167426	668	4	2021-10-12 22:45:26.868985
6938	175030	447	4	2021-10-12 22:45:26.868985
6939	73559	608	4	2021-10-12 22:45:26.868985
6940	167127	481	1	2021-10-12 22:45:26.868985
6941	45355	38	3	2021-10-12 22:45:26.868985
6942	29810	807	4	2021-10-12 22:45:26.868985
6943	143082	998	3	2021-10-12 22:45:26.868985
6944	71186	487	1	2021-10-12 22:45:26.868985
6945	63584	204	2	2021-10-12 22:45:26.868985
6946	48135	743	3	2021-10-12 22:45:26.868985
6947	16953	972	0	2021-10-12 22:45:26.868985
6948	157842	578	1	2021-10-12 22:45:26.868985
6949	2273	828	4	2021-10-12 22:45:26.868985
6950	33932	430	3	2021-10-12 22:45:26.868985
6951	55204	114	5	2021-10-12 22:45:26.868985
6952	90735	216	0	2021-10-12 22:45:26.868985
6953	58966	337	0	2021-10-12 22:45:26.868985
6954	10873	417	2	2021-10-12 22:45:26.868985
6955	113704	53	5	2021-10-12 22:45:26.868985
6956	30173	867	1	2021-10-12 22:45:26.868985
6957	143241	39	1	2021-10-12 22:45:26.868985
6958	11020	455	2	2021-10-12 22:45:26.868985
6959	75163	255	2	2021-10-12 22:45:26.868985
6960	95862	895	1	2021-10-12 22:45:26.868985
6961	177957	761	2	2021-10-12 22:45:26.868985
6962	162784	591	1	2021-10-12 22:45:26.868985
6963	195178	868	4	2021-10-12 22:45:26.868985
6964	109487	484	1	2021-10-12 22:45:26.868985
6965	52748	358	4	2021-10-12 22:45:26.868985
6966	31836	569	2	2021-10-12 22:45:26.868985
6967	67502	440	2	2021-10-12 22:45:26.868985
6968	162606	282	0	2021-10-12 22:45:26.868985
6969	128283	704	2	2021-10-12 22:45:26.868985
6970	56943	700	1	2021-10-12 22:45:26.868985
6971	166280	592	5	2021-10-12 22:45:26.868985
6972	63258	155	4	2021-10-12 22:45:26.868985
6973	103754	104	3	2021-10-12 22:45:26.868985
6974	110208	546	4	2021-10-12 22:45:26.868985
6975	179153	469	1	2021-10-12 22:45:26.868985
6976	199309	227	5	2021-10-12 22:45:26.868985
6977	40373	1	4	2021-10-12 22:45:26.868985
6978	50990	903	1	2021-10-12 22:45:26.868985
6979	87197	486	0	2021-10-12 22:45:26.868985
6980	95280	456	2	2021-10-12 22:45:26.868985
6981	85810	63	5	2021-10-12 22:45:26.868985
6982	85736	574	2	2021-10-12 22:45:26.868985
6983	199269	547	2	2021-10-12 22:45:26.868985
6984	164879	696	4	2021-10-12 22:45:26.868985
6985	189483	863	2	2021-10-12 22:45:26.868985
6986	27733	424	3	2021-10-12 22:45:26.868985
6987	98949	647	4	2021-10-12 22:45:26.868985
6988	37986	652	2	2021-10-12 22:45:26.868985
6989	82395	630	4	2021-10-12 22:45:26.868985
6990	156406	300	2	2021-10-12 22:45:26.868985
6991	47832	257	3	2021-10-12 22:45:26.868985
6992	128738	939	4	2021-10-12 22:45:26.868985
6993	134340	674	2	2021-10-12 22:45:26.868985
6994	182111	775	4	2021-10-12 22:45:26.868985
6995	83416	307	0	2021-10-12 22:45:26.868985
6996	54326	191	1	2021-10-12 22:45:26.868985
6997	150270	736	2	2021-10-12 22:45:26.868985
6998	95654	900	4	2021-10-12 22:45:26.868985
6999	27803	940	0	2021-10-12 22:45:26.868985
7000	139450	141	5	2021-10-12 22:45:26.868985
7001	2352	212	1	2021-10-12 22:45:26.868985
7002	59514	151	4	2021-10-12 22:45:26.868985
7003	18411	768	3	2021-10-12 22:45:26.868985
7004	84983	441	5	2021-10-12 22:45:26.868985
7005	65044	791	4	2021-10-12 22:45:26.868985
7006	80206	620	3	2021-10-12 22:45:26.868985
7007	32016	218	1	2021-10-12 22:45:26.868985
7008	2632	629	4	2021-10-12 22:45:26.868985
7009	91969	883	1	2021-10-12 22:45:26.868985
7010	155493	748	0	2021-10-12 22:45:26.868985
7011	190933	388	4	2021-10-12 22:45:26.868985
7012	30398	870	1	2021-10-12 22:45:26.868985
7013	126762	78	4	2021-10-12 22:45:26.868985
7014	47655	97	4	2021-10-12 22:45:26.868985
7015	143763	328	2	2021-10-12 22:45:26.868985
7016	1694	439	4	2021-10-12 22:45:26.868985
7017	15422	522	0	2021-10-12 22:45:26.868985
7018	93420	674	4	2021-10-12 22:45:26.868985
7019	40815	905	3	2021-10-12 22:45:26.868985
7020	74099	448	1	2021-10-12 22:45:26.868985
7021	130342	835	4	2021-10-12 22:45:26.868985
7022	147134	587	2	2021-10-12 22:45:26.868985
7023	38356	40	4	2021-10-12 22:45:26.868985
7024	197217	360	2	2021-10-12 22:45:26.868985
7025	55746	626	4	2021-10-12 22:45:26.868985
7026	22450	973	2	2021-10-12 22:45:26.868985
7027	181700	376	1	2021-10-12 22:45:26.868985
7028	112384	191	4	2021-10-12 22:45:26.868985
7029	83816	798	4	2021-10-12 22:45:26.868985
7030	68193	450	4	2021-10-12 22:45:26.868985
7031	175491	716	4	2021-10-12 22:45:26.868985
7032	33398	525	0	2021-10-12 22:45:26.868985
7033	144106	704	1	2021-10-12 22:45:26.868985
7034	36021	570	2	2021-10-12 22:45:26.868985
7035	22710	195	5	2021-10-12 22:45:26.868985
7036	18735	959	1	2021-10-12 22:45:26.868985
7037	91856	605	5	2021-10-12 22:45:26.868985
7038	50050	318	5	2021-10-12 22:45:26.868985
7039	66515	280	2	2021-10-12 22:45:26.868985
7040	160113	929	4	2021-10-12 22:45:26.868985
7041	64184	449	1	2021-10-12 22:45:26.868985
7042	22461	744	4	2021-10-12 22:45:26.868985
7043	131393	367	4	2021-10-12 22:45:26.868985
7044	156930	444	2	2021-10-12 22:45:26.868985
7045	98679	585	0	2021-10-12 22:45:26.868985
7046	177824	712	4	2021-10-12 22:45:26.868985
7047	155014	299	1	2021-10-12 22:45:26.868985
7048	85793	307	4	2021-10-12 22:45:26.868985
7049	89204	737	0	2021-10-12 22:45:26.868985
7050	79095	655	4	2021-10-12 22:45:26.868985
7051	27520	557	2	2021-10-12 22:45:26.868985
7052	82919	445	3	2021-10-12 22:45:26.868985
7053	22967	181	0	2021-10-12 22:45:26.868985
7054	156851	64	0	2021-10-12 22:45:26.868985
7055	59038	780	2	2021-10-12 22:45:26.868985
7056	103209	228	5	2021-10-12 22:45:26.868985
7057	45411	947	1	2021-10-12 22:45:26.868985
7058	120943	387	2	2021-10-12 22:45:26.868985
7059	144455	924	1	2021-10-12 22:45:26.868985
7060	194411	875	1	2021-10-12 22:45:26.868985
7061	93553	172	3	2021-10-12 22:45:26.868985
7062	121811	172	5	2021-10-12 22:45:26.868985
7063	179396	667	2	2021-10-12 22:45:26.868985
7064	180805	523	1	2021-10-12 22:45:26.868985
7065	81180	288	0	2021-10-12 22:45:26.868985
7066	67278	854	1	2021-10-12 22:45:26.868985
7067	19619	212	1	2021-10-12 22:45:26.868985
7068	79608	763	5	2021-10-12 22:45:26.868985
7069	105124	334	3	2021-10-12 22:45:26.868985
7070	19326	710	2	2021-10-12 22:45:26.868985
7071	44020	89	1	2021-10-12 22:45:26.868985
7072	184278	950	2	2021-10-12 22:45:26.868985
7073	5035	213	5	2021-10-12 22:45:26.868985
7074	186041	938	0	2021-10-12 22:45:26.868985
7075	88478	947	2	2021-10-12 22:45:26.868985
7076	53665	889	4	2021-10-12 22:45:26.868985
7077	190774	563	0	2021-10-12 22:45:26.868985
7078	32402	622	5	2021-10-12 22:45:26.868985
7079	48422	441	2	2021-10-12 22:45:26.868985
7080	107999	388	0	2021-10-12 22:45:26.868985
7081	152867	254	3	2021-10-12 22:45:26.868985
7082	36661	602	2	2021-10-12 22:45:26.868985
7083	9684	516	5	2021-10-12 22:45:26.868985
7084	74153	552	1	2021-10-12 22:45:26.868985
7085	160447	976	1	2021-10-12 22:45:26.868985
7086	41435	560	1	2021-10-12 22:45:26.868985
7087	75068	458	1	2021-10-12 22:45:26.868985
7088	8902	343	0	2021-10-12 22:45:26.868985
7089	142674	478	0	2021-10-12 22:45:26.868985
7090	19374	811	3	2021-10-12 22:45:26.868985
7091	46688	529	3	2021-10-12 22:45:26.868985
7092	88863	696	4	2021-10-12 22:45:26.868985
7093	152357	668	4	2021-10-12 22:45:26.868985
7094	121505	182	4	2021-10-12 22:45:26.868985
7095	78585	260	3	2021-10-12 22:45:26.868985
7096	21948	172	2	2021-10-12 22:45:26.868985
7097	82081	253	4	2021-10-12 22:45:26.868985
7098	141152	999	0	2021-10-12 22:45:26.868985
7099	33910	705	1	2021-10-12 22:45:26.868985
7100	155317	346	1	2021-10-12 22:45:26.868985
7101	133362	479	2	2021-10-12 22:45:26.868985
7102	105909	273	0	2021-10-12 22:45:26.868985
7103	167259	411	0	2021-10-12 22:45:26.868985
7104	138252	843	4	2021-10-12 22:45:26.868985
7105	29272	548	1	2021-10-12 22:45:26.868985
7106	144172	852	4	2021-10-12 22:45:26.868985
7107	147518	530	1	2021-10-12 22:45:26.868985
7108	92501	848	1	2021-10-12 22:45:26.868985
7109	169415	560	3	2021-10-12 22:45:26.868985
7110	80429	713	5	2021-10-12 22:45:26.868985
7111	30952	256	3	2021-10-12 22:45:26.868985
7112	70235	256	0	2021-10-12 22:45:26.868985
7113	38313	527	3	2021-10-12 22:45:26.868985
7114	87668	148	4	2021-10-12 22:45:26.868985
7115	179187	497	1	2021-10-12 22:45:26.868985
7116	181330	365	2	2021-10-12 22:45:26.868985
7117	28337	99	3	2021-10-12 22:45:26.868985
7118	75107	779	5	2021-10-12 22:45:26.868985
7119	12358	752	4	2021-10-12 22:45:26.868985
7120	76121	158	1	2021-10-12 22:45:26.868985
7121	18001	116	2	2021-10-12 22:45:26.868985
7122	25053	127	2	2021-10-12 22:45:26.868985
7123	173115	711	4	2021-10-12 22:45:26.868985
7124	87768	74	2	2021-10-12 22:45:26.868985
7125	172323	797	4	2021-10-12 22:45:26.868985
7126	18737	788	1	2021-10-12 22:45:26.868985
7127	155624	142	1	2021-10-12 22:45:26.868985
7128	8549	241	2	2021-10-12 22:45:26.868985
7129	50427	691	3	2021-10-12 22:45:26.868985
7130	45658	853	4	2021-10-12 22:45:26.868985
7131	45203	563	1	2021-10-12 22:45:26.868985
7132	31222	727	0	2021-10-12 22:45:26.868985
7133	80651	497	0	2021-10-12 22:45:26.868985
7134	16284	977	3	2021-10-12 22:45:26.868985
7135	153619	15	4	2021-10-12 22:45:26.868985
7136	134912	880	4	2021-10-12 22:45:26.868985
7137	156517	857	2	2021-10-12 22:45:26.868985
7138	16786	825	3	2021-10-12 22:45:26.868985
7139	26304	190	0	2021-10-12 22:45:26.868985
7140	37013	799	4	2021-10-12 22:45:26.868985
7141	138979	723	1	2021-10-12 22:45:26.868985
7142	50012	242	3	2021-10-12 22:45:26.868985
7143	68353	531	0	2021-10-12 22:45:26.868985
7144	194241	909	1	2021-10-12 22:45:26.868985
7145	11617	31	5	2021-10-12 22:45:26.868985
7146	186693	125	3	2021-10-12 22:45:26.868985
7147	32447	457	1	2021-10-12 22:45:26.868985
7148	105203	932	3	2021-10-12 22:45:26.868985
7149	125796	144	5	2021-10-12 22:45:26.868985
7150	139279	474	3	2021-10-12 22:45:26.868985
7151	62001	760	4	2021-10-12 22:45:26.868985
7152	141041	996	5	2021-10-12 22:45:26.868985
7153	12402	164	4	2021-10-12 22:45:26.868985
7154	129674	396	4	2021-10-12 22:45:26.868985
7155	91382	814	4	2021-10-12 22:45:26.868985
7156	165761	178	4	2021-10-12 22:45:26.868985
7157	13487	171	1	2021-10-12 22:45:26.868985
7158	11715	102	1	2021-10-12 22:45:26.868985
7159	116685	614	4	2021-10-12 22:45:26.868985
7160	197237	863	4	2021-10-12 22:45:26.868985
7161	10023	58	2	2021-10-12 22:45:26.868985
7162	90148	659	2	2021-10-12 22:45:26.868985
7163	39650	177	5	2021-10-12 22:45:26.868985
7164	177084	526	5	2021-10-12 22:45:26.868985
7165	77351	543	1	2021-10-12 22:45:26.868985
7166	188448	271	0	2021-10-12 22:45:26.868985
7167	12824	555	2	2021-10-12 22:45:26.868985
7168	122720	215	2	2021-10-12 22:45:26.868985
7169	108265	928	2	2021-10-12 22:45:26.868985
7170	115583	411	3	2021-10-12 22:45:26.868985
7171	163957	32	3	2021-10-12 22:45:26.868985
7172	169373	689	2	2021-10-12 22:45:26.868985
7173	93042	217	0	2021-10-12 22:45:26.868985
7174	154371	753	4	2021-10-12 22:45:26.868985
7175	192841	342	4	2021-10-12 22:45:26.868985
7176	58612	41	0	2021-10-12 22:45:26.868985
7177	68954	835	2	2021-10-12 22:45:26.868985
7178	107372	597	4	2021-10-12 22:45:26.868985
7179	72258	681	2	2021-10-12 22:45:26.868985
7180	161712	57	5	2021-10-12 22:45:26.868985
7181	5232	702	3	2021-10-12 22:45:26.868985
7182	46521	265	4	2021-10-12 22:45:26.868985
7183	166475	251	4	2021-10-12 22:45:26.868985
7184	186345	205	4	2021-10-12 22:45:26.868985
7185	60459	331	1	2021-10-12 22:45:26.868985
7186	102878	441	1	2021-10-12 22:45:26.868985
7187	32077	199	0	2021-10-12 22:45:26.868985
7188	13034	230	4	2021-10-12 22:45:26.868985
7189	192690	477	0	2021-10-12 22:45:26.868985
7190	160004	953	2	2021-10-12 22:45:26.868985
7191	142326	135	3	2021-10-12 22:45:26.868985
7192	13931	303	3	2021-10-12 22:45:26.868985
7193	76949	650	4	2021-10-12 22:45:26.868985
7194	122775	815	3	2021-10-12 22:45:26.868985
7195	11586	780	1	2021-10-12 22:45:26.868985
7196	180411	572	4	2021-10-12 22:45:26.868985
7197	9776	811	0	2021-10-12 22:45:26.868985
7198	143117	905	1	2021-10-12 22:45:26.868985
7199	157282	930	2	2021-10-12 22:45:26.868985
7200	107491	619	2	2021-10-12 22:45:26.868985
7201	189585	911	5	2021-10-12 22:45:26.868985
7202	2359	689	1	2021-10-12 22:45:26.868985
7203	115952	580	3	2021-10-12 22:45:26.868985
7204	182363	763	5	2021-10-12 22:45:26.868985
7205	160350	300	5	2021-10-12 22:45:26.868985
7206	177580	218	4	2021-10-12 22:45:26.868985
7207	136545	663	3	2021-10-12 22:45:26.868985
7208	118245	231	4	2021-10-12 22:45:26.868985
7209	33939	563	4	2021-10-12 22:45:26.868985
7210	51018	567	1	2021-10-12 22:45:26.868985
7211	74208	365	0	2021-10-12 22:45:26.868985
7212	2081	349	4	2021-10-12 22:45:26.868985
7213	37554	279	2	2021-10-12 22:45:26.868985
7214	190708	946	2	2021-10-12 22:45:26.868985
7215	160936	313	5	2021-10-12 22:45:26.868985
7216	137962	515	3	2021-10-12 22:45:26.868985
7217	194794	297	2	2021-10-12 22:45:26.868985
7218	117773	275	2	2021-10-12 22:45:26.868985
7219	74116	952	2	2021-10-12 22:45:26.868985
7220	164139	165	4	2021-10-12 22:45:26.868985
7221	25708	30	1	2021-10-12 22:45:26.868985
7222	134445	144	2	2021-10-12 22:45:26.868985
7223	185170	330	3	2021-10-12 22:45:26.868985
7224	50845	796	2	2021-10-12 22:45:26.868985
7225	184047	627	1	2021-10-12 22:45:26.868985
7226	66851	280	3	2021-10-12 22:45:26.868985
7227	172589	148	3	2021-10-12 22:45:26.868985
7228	5296	849	3	2021-10-12 22:45:26.868985
